name,pokedex_number,percentage_male,type1,type2,classification,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Chesnaught,652,88.1,grass,fighting,Spiny Armor ,45,5120,"['Overgrow', 'Bulletproof']",1059860,70,88,107,122,74,75,64,6,0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
Fennekin,653,88.1,fire,No Secondary Type,Fox ,45,5120,"['Blaze', 'Magician']",1059860,70,40,45,40,62,60,60,6,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Braixen,654,88.1,fire,No Secondary Type,Fox ,45,5120,"['Blaze', 'Magician']",1059860,70,59,59,58,90,70,73,6,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Delphox,655,88.1,fire,psychic,Fox ,45,5120,"['Blaze', 'Magician']",1059860,70,75,69,72,114,100,104,6,0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
Froakie,656,88.1,water,No Secondary Type,Bubble Frog ,45,5120,"['Torrent', 'Protean']",1059860,70,41,56,40,62,44,71,6,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Frogadier,657,88.1,water,No Secondary Type,Bubble Frog ,45,5120,"['Torrent', 'Protean']",1059860,70,54,63,52,83,56,97,6,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Greninja,658,88.1,water,dark,Ninja ,45,5120,"['Torrent', 'Protean', 'Battle Bond']",1059860,70,72,145,67,153,71,132,6,0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
Bunnelby,659,50.0,normal,No Secondary Type,Digging ,255,3840,"['Pickup', 'Cheek Pouch', 'Huge Power']",1000000,70,38,36,38,32,36,57,6,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Diggersby,660,50.0,normal,ground,Digging ,127,3840,"['Pickup', 'Cheek Pouch', 'Huge Power']",1000000,70,85,56,77,50,77,78,6,0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Fletchling,661,50.0,normal,flying,Tiny Robin ,255,3840,"['Big Pecks', 'Gale Wings']",1059860,70,45,50,43,40,38,62,6,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Fletchinder,662,50.0,fire,flying,Ember ,120,3840,"['Flame Body', 'Gale Wings']",1059860,70,62,73,55,56,52,84,6,0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
Talonflame,663,50.0,fire,flying,Scorching ,45,3840,"['Flame Body', 'Gale Wings']",1059860,70,78,81,71,74,69,126,6,0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
Scatterbug,664,50.0,bug,No Secondary Type,Scatterdust ,255,3840,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1000000,70,38,35,40,27,25,35,6,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Spewpa,665,50.0,bug,No Secondary Type,Scatterdust ,120,3840,"['Shed Skin', 'Friend Guard']",1000000,70,45,22,60,27,30,29,6,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Vivillon,666,50.0,bug,flying,Scale ,45,3840,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1000000,70,80,52,50,90,50,89,6,0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
Litleo,667,11.2,fire,normal,Lion Cub ,220,5120,"['Rivalry', 'Unnerve', 'Moxie']",1059860,70,62,50,58,73,54,72,6,0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Pyroar,668,11.2,fire,normal,Royal ,65,5120,"['Rivalry', 'Unnerve', 'Moxie']",1059860,70,86,68,72,109,66,106,6,0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Flabébé,669,0.0,fairy,No Secondary Type,Single Bloom ,225,5120,"['Flower Veil', 'Symbiosis']",1000000,70,44,38,39,61,79,42,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Floette,670,0.0,fairy,No Secondary Type,Fairy ,120,5120,"['Flower Veil', 'Symbiosis']",1000000,70,74,65,67,125,128,92,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Florges,671,0.0,fairy,No Secondary Type,Garden ,45,5120,"['Flower Veil', 'Symbiosis']",1000000,70,78,65,68,112,154,75,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Skiddo,672,50.0,grass,No Secondary Type,Mount ,200,5120,"['Sap Sipper', 'Grass Pelt']",1000000,70,66,65,48,62,57,52,6,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Gogoat,673,50.0,grass,No Secondary Type,Mount ,45,5120,"['Sap Sipper', 'Grass Pelt']",1000000,70,123,100,62,97,81,68,6,0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
Pancham,674,50.0,fighting,No Secondary Type,Playful ,220,6400,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1000000,70,67,82,62,46,48,43,6,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Pangoro,675,50.0,fighting,dark,Daunting ,65,6400,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1000000,70,95,124,78,69,71,58,6,0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
Furfrou,676,50.0,normal,No Secondary Type,Poodle ,160,5120,['Fur Coat'],1000000,70,75,80,60,65,90,102,6,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Espurr,677,50.0,psychic,No Secondary Type,Restraint ,190,5120,"['Keen Eye', 'Infiltrator', 'Own Tempo']",1000000,70,62,48,54,63,60,68,6,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Meowstic,678,50.0,psychic,No Secondary Type,Constraint ,75,5120,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",1000000,70,74,48,76,83,81,104,6,0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Honedge,679,50.0,steel,ghost,Sword ,180,5120,['No Guard'],1000000,70,45,80,100,35,37,28,6,0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
Doublade,680,50.0,steel,ghost,Sword ,90,5120,['No Guard'],1000000,70,59,110,150,45,49,35,6,0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
Aegislash,681,50.0,steel,ghost,Royal Sword ,45,5120,['Stance Change'],1000000,70,60,150,50,150,50,60,6,0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
Spritzee,682,50.0,fairy,No Secondary Type,Perfume ,200,5120,"['Healer', 'Aroma Veil']",1000000,70,78,52,60,63,65,23,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Aromatisse,683,50.0,fairy,No Secondary Type,Fragrance ,140,5120,"['Healer', 'Aroma Veil']",1000000,70,101,72,72,99,89,29,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Swirlix,684,50.0,fairy,No Secondary Type,Cotton Candy ,200,5120,"['Sweet Veil', 'Unburden']",1000000,70,62,48,66,59,57,49,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Slurpuff,685,50.0,fairy,No Secondary Type,Meringue ,140,5120,"['Sweet Veil', 'Unburden']",1000000,70,82,80,86,85,75,72,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Inkay,686,50.0,dark,psychic,Revolving ,190,5120,"['Contrary', 'Suction Cups', 'Infiltrator']",1000000,70,53,54,53,37,46,45,6,0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Malamar,687,50.0,dark,psychic,Overturning ,80,5120,"['Contrary', 'Suction Cups', 'Infiltrator']",1000000,70,86,92,88,68,75,73,6,0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Binacle,688,50.0,rock,water,Two-Handed ,120,5120,"['Tough Claws', 'Sniper', 'Pickpocket']",1000000,70,42,52,67,39,56,50,6,0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Barbaracle,689,50.0,rock,water,Collective ,45,5120,"['Tough Claws', 'Sniper', 'Pickpocket']",1000000,70,72,105,115,54,86,68,6,0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Skrelp,690,50.0,poison,water,Mock Kelp ,225,5120,"['Poison Point', 'Poison Touch', 'Adaptability']",1000000,70,50,60,60,60,60,30,6,0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
Dragalge,691,50.0,poison,dragon,Mock Kelp ,55,5120,"['Poison Point', 'Poison Touch', 'Adaptability']",1000000,70,65,75,90,97,123,44,6,0,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5
Clauncher,692,50.0,water,No Secondary Type,Water Gun ,225,3840,['Mega Launcher'],1250000,70,50,53,62,58,63,44,6,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Clawitzer,693,50.0,water,No Secondary Type,Howitzer ,55,3840,['Mega Launcher'],1250000,70,71,73,88,120,89,59,6,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Helioptile,694,50.0,electric,normal,Generator ,190,5120,"['Dry Skin', 'Sand Veil', 'Solar Power']",1000000,70,44,38,33,61,43,70,6,0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Heliolisk,695,50.0,electric,normal,Generator ,75,5120,"['Dry Skin', 'Sand Veil', 'Solar Power']",1000000,70,62,55,52,109,94,109,6,0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Tyrunt,696,88.1,rock,dragon,Royal Heir ,45,7680,"['Strong Jaw', 'Sturdy']",1000000,70,58,89,77,45,45,48,6,0,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
Tyrantrum,697,88.1,rock,dragon,Despot ,45,7680,"['Strong Jaw', 'Rock Head']",1000000,70,82,121,119,69,59,71,6,0,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
Amaura,698,88.1,rock,ice,Tundra ,45,7680,"['Refrigerate', 'Snow Warning']",1000000,70,77,59,50,67,63,46,6,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
Aurorus,699,88.1,rock,ice,Tundra ,45,7680,"['Refrigerate', 'Snow Warning']",1000000,70,123,77,72,99,92,58,6,0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
Sylveon,700,88.1,fairy,No Secondary Type,Intertwining ,45,8960,"['Cute Charm', 'Pixilate']",1000000,70,95,65,65,110,130,60,6,0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Hawlucha,701,50.0,fighting,flying,Wrestling ,100,5120,"['Limber', 'Unburden', 'Mold Breaker']",1000000,70,78,92,75,74,63,118,6,0,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
Dedenne,702,50.0,electric,fairy,Antenna ,180,5120,"['Cheek Pouch', 'Pickup', 'Plus']",1000000,70,67,58,57,81,67,101,6,0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Carbink,703,50.0,rock,fairy,Jewel ,60,6400,"['Clear Body', 'Sturdy']",1250000,70,50,50,150,50,150,50,6,0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
Goomy,704,50.0,dragon,No Secondary Type,Soft Tissue ,45,10240,"['Sap Sipper', 'Hydration', 'Gooey']",1250000,35,45,50,35,55,75,40,6,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Sliggoo,705,50.0,dragon,No Secondary Type,Soft Tissue ,45,10240,"['Sap Sipper', 'Hydration', 'Gooey']",1250000,35,68,75,53,83,113,60,6,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Goodra,706,50.0,dragon,No Secondary Type,Dragon ,45,10240,"['Sap Sipper', 'Hydration', 'Gooey']",1250000,35,90,100,70,110,150,80,6,0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Klefki,707,50.0,steel,fairy,Key Ring ,75,5120,"['Prankster', 'Magician']",800000,70,57,80,91,80,87,75,6,0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
Phantump,708,50.0,ghost,grass,Stump ,120,5120,"['Natural Cure', 'Frisk', 'Harvest']",1000000,70,43,70,48,50,60,38,6,0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Trevenant,709,50.0,ghost,grass,Elder Tree ,60,5120,"['Natural Cure', 'Frisk', 'Harvest']",1000000,70,85,110,76,65,82,56,6,0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Pumpkaboo,710,50.0,ghost,grass,Pumpkin ,120,5120,"['Pickup', 'Frisk', 'Insomnia']",1000000,70,59,66,70,44,55,41,6,0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Gourgeist,711,50.0,ghost,grass,Pumpkin ,60,5120,"['Pickup', 'Frisk', 'Insomnia']",1000000,70,85,100,122,58,75,54,6,0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Bergmite,712,50.0,ice,No Secondary Type,Ice Chunk ,190,5120,"['Own Tempo', 'Ice Body', 'Sturdy']",1000000,70,55,69,85,32,35,28,6,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Avalugg,713,50.0,ice,No Secondary Type,Iceberg ,55,5120,"['Own Tempo', 'Ice Body', 'Sturdy']",1000000,70,95,117,184,44,46,28,6,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
Noibat,714,50.0,flying,dragon,Sound Wave ,190,5120,"['Frisk', 'Infiltrator', 'Telepathy']",1000000,70,40,30,35,45,40,55,6,0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Noivern,715,50.0,flying,dragon,Sound Wave ,45,5120,"['Frisk', 'Infiltrator', 'Telepathy']",1000000,70,85,70,80,97,80,123,6,0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Xerneas,716,50.0,fairy,No Secondary Type,Life ,45,30720,['Fairy Aura'],1250000,0,126,131,95,131,98,99,6,1,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Yveltal,717,50.0,dark,flying,Destruction ,45,30720,['Dark Aura'],1250000,0,126,131,95,131,98,99,6,1,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
Zygarde,718,50.0,dragon,ground,Order ,3,30720,"['Aura Break', 'Power Construct']",1250000,0,216,100,121,91,95,85,6,1,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Diancie,719,50.0,rock,fairy,Jewel ,3,6400,['Clear Body'],1250000,70,50,160,110,160,110,110,6,1,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
Hoopa,720,50.0,psychic,ghost,Mischief  (Confined)Djinn n (Unbound),3,30720,['Magician'],1250000,100,80,160,60,170,130,80,6,1,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
Volcanion,721,50.0,fire,water,Steam ,3,30720,['Water Absorb'],1250000,100,80,110,120,130,90,70,6,1,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0
Rowlet,722,88.1,grass,flying,Grass Quill ,45,3840,"['Overgrow', 'Long Reach']",1059860,70,68,55,55,50,50,42,7,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Dartrix,723,88.1,grass,flying,Blade Quill ,45,3840,"['Overgrow', 'Long Reach']",1059860,70,78,75,75,70,70,52,7,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Decidueye,724,88.1,grass,ghost,Arrow Quill ,45,3840,"['Overgrow', 'Long Reach']",1059860,70,78,107,75,100,100,70,7,0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Litten,725,88.1,fire,No Secondary Type,Fire Cat ,45,3840,"['Blaze', 'Intimidate']",1059860,70,45,65,40,60,40,70,7,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Torracat,726,88.1,fire,No Secondary Type,Fire Cat ,45,3840,"['Blaze', 'Intimidate']",1059860,70,65,85,50,80,50,90,7,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Incineroar,727,88.1,fire,dark,Heel ,45,3840,"['Blaze', 'Intimidate']",1059860,70,95,115,90,80,90,60,7,0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
Popplio,728,88.1,water,No Secondary Type,Sea Lion ,45,3840,"['Torrent', 'Liquid Voice']",1059860,70,50,54,54,66,56,40,7,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Brionne,729,88.1,water,No Secondary Type,Pop Star ,45,3840,"['Torrent', 'Liquid Voice']",1059860,70,60,69,69,91,81,50,7,0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Primarina,730,88.1,water,fairy,Soloist ,45,3840,"['Torrent', 'Liquid Voice']",1059860,70,80,74,74,126,116,60,7,0,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
Pikipek,731,50.0,normal,flying,Woodpecker ,255,3840,"['Keen Eye', 'Skill Link', 'Pickup']",1000000,70,35,75,30,30,30,65,7,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Trumbeak,732,50.0,normal,flying,Bugle Beak ,120,3840,"['Keen Eye', 'Skill Link', 'Pickup']",1000000,70,55,85,50,40,50,75,7,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Toucannon,733,50.0,normal,flying,Cannon ,45,3840,"['Keen Eye', 'Skill Link', 'Sheer Force']",1000000,70,80,120,75,75,75,60,7,0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Yungoos,734,50.0,normal,No Secondary Type,Loitering ,255,3840,"['Stakeout', 'Strong Jaw', 'Adaptability']",1000000,70,48,70,30,30,30,45,7,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gumshoos,735,50.0,normal,No Secondary Type,Stakeout ,127,3840,"['Stakeout', 'Strong Jaw', 'Adaptability']",1000000,70,88,110,60,55,60,45,7,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Grubbin,736,50.0,bug,No Secondary Type,Larva ,255,3840,['Swarm'],1000000,70,47,62,45,55,45,46,7,0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Charjabug,737,50.0,bug,electric,Battery ,120,3840,['Battery'],1000000,70,57,82,95,55,75,36,7,0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Vikavolt,738,50.0,bug,electric,Stag Beetle ,45,3840,['Levitate'],1000000,70,77,70,90,145,75,43,7,0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Crabrawler,739,50.0,fighting,No Secondary Type,Boxing ,225,5120,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1000000,70,47,82,57,42,47,63,7,0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Crabominable,740,50.0,fighting,ice,Woolly Crab ,60,5120,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1000000,70,97,132,77,62,67,43,7,0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0
Oricorio,741,24.6,fire,flying,Dancing ,45,5120,['Dancer'],1000000,70,75,70,70,98,70,93,7,0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
Cutiefly,742,50.0,bug,fairy,Bee Fly ,190,5120,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",1000000,70,40,45,40,55,40,84,7,0,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
Ribombee,743,50.0,bug,fairy,Bee Fly ,75,5120,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",1000000,70,60,55,60,95,70,124,7,0,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
Rockruff,744,50.0,rock,No Secondary Type,Puppy ,190,3840,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1000000,70,45,65,40,30,40,60,7,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Lycanroc,745,50.0,rock,No Secondary Type,Wolf ,90,3840,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1000000,70,85,115,75,55,75,82,7,0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
